OrderID,ProductID,ProductName,Category,Price,Quantity,Date
175,23,Product_23,Electronics,140.0,2,2023-11-06
176,52,Product_52,Books,188.63,2,2023-08-27
177,11,Product_11,Books,161.98,4,2023-09-09
178,7,Product_7,Electronics,128.56,3,2023-06-27
179,90,Product_90,Electronics,72.59,3,2023-08-12
180,58,Product_58,Books,101.32,4,2023-08-26
181,17,Product_17,Books,57.27,5,2023-09-07
182,49,Product_49,Electronics,87.42,4,2023-01-11
183,85,Product_85,Electronics,23.27,5,2023-11-09
184,76,Product_76,Electronics,61.21,2,2023-11-22
185,49,Product_49,Books,87.42,2,2023-04-16
186,79,Product_79,Clothing,60.78,5,2023-12-17
187,77,Product_77,Clothing,14.2,1,2023-09-06
188,80,Product_80,Books,186.9,5,2023-02-09
189,99,Product_99,Clothing,194.6,3,2023-11-23
190,43,Product_43,Books,152.1,4,2023-04-14
191,16,Product_16,Books,22.87,4,2023-07-08
192,13,Product_13,Books,109.75,4,2023-09-16
193,67,Product_67,Clothing,125.29,4,2023-03-18
194,3,Product_3,Clothing,18.94,3,2023-01-15
195,89,Product_89,Electronics,168.99,3,2023-12-21
196,69,Product_69,Books,123.52,2,2023-04-14
197,20,Product_20,Electronics,174.28,2,2023-09-09
198,84,Product_84,Books,92.25,3,2023-11-07
199,97,Product_97,Electronics,88.37,2,2023-08-15
200,65,Product_65,Books,80.4,5,2023-12-30
201,49,Product_49,Clothing,87.42,1,2023-08-13
202,30,Product_30,Electronics,114.16,2,2023-01-02
203,67,Product_67,Books,125.29,1,2023-06-16
204,95,Product_95,Clothing,27.57,3,2023-09-17
205,40,Product_40,Electronics,27.06,1,2023-01-02
206,16,Product_16,Clothing,22.87,3,2023-09-24
207,98,Product_98,Clothing,130.4,2,2023-03-21
208,31,Product_31,Electronics,159.67,5,2023-01-07
209,45,Product_45,Books,152.19,1,2023-12-20
210,56,Product_56,Electronics,74.58,5,2023-08-04
211,41,Product_41,Electronics,71.03,2,2023-11-14
212,81,Product_81,Electronics,167.31,5,2023-07-28
213,97,Product_97,Books,88.37,3,2023-11-24
214,98,Product_98,Clothing,130.4,5,2023-07-24
215,34,Product_34,Books,164.9,1,2023-08-08
216,7,Product_7,Electronics,128.56,4,2023-11-04
217,100,Product_100,Clothing,99.35,4,2023-05-21
218,3,Product_3,Clothing,18.94,5,2023-11-20
219,52,Product_52,Electronics,188.63,5,2023-03-29
220,29,Product_29,Books,129.3,3,2023-08-13
221,6,Product_6,Electronics,22.56,1,2023-06-06
222,46,Product_46,Books,155.67,1,2023-01-30
223,66,Product_66,Clothing,141.58,5,2023-12-24
224,27,Product_27,Electronics,95.43,5,2023-09-07
225,58,Product_58,Electronics,101.32,5,2023-12-26
226,46,Product_46,Clothing,155.67,3,2023-02-14
227,62,Product_62,Electronics,69.21,5,2023-09-07
228,50,Product_50,Clothing,27.82,3,2023-04-28
229,48,Product_48,Books,126.16,5,2023-07-27
230,19,Product_19,Electronics,82.7,5,2023-11-23
231,44,Product_44,Books,80.09,4,2023-04-23
232,35,Product_35,Clothing,95.74,4,2023-05-23
233,60,Product_60,Books,166.33,5,2023-10-24
234,85,Product_85,Books,23.27,3,2023-06-10
235,64,Product_64,Clothing,65.07,3,2023-05-27
236,64,Product_64,Clothing,65.07,2,2023-11-19
237,64,Product_64,Electronics,65.07,1,2023-03-18
238,100,Product_100,Electronics,99.35,3,2023-05-06
239,63,Product_63,Electronics,168.5,4,2023-01-03
240,64,Product_64,Books,65.07,3,2023-04-18
241,75,Product_75,Clothing,43.86,3,2023-05-22
242,45,Product_45,Books,152.19,3,2023-01-21
243,97,Product_97,Books,88.37,5,2023-10-20
244,87,Product_87,Clothing,11.19,5,2023-10-30
245,6,Product_6,Electronics,22.56,4,2023-09-09
246,29,Product_29,Clothing,129.3,4,2023-06-26
247,42,Product_42,Clothing,165.04,5,2023-08-16
248,41,Product_41,Books,71.03,3,2023-05-07
249,15,Product_15,Clothing,113.64,5,2023-09-16
250,16,Product_16,Electronics,22.87,2,2023-09-16
251,79,Product_79,Books,60.78,3,2023-08-30
252,35,Product_35,Clothing,95.74,5,2023-11-01
253,21,Product_21,Electronics,128.78,5,2023-07-26
254,54,Product_54,Clothing,111.57,5,2023-11-24
255,41,Product_41,Clothing,71.03,5,2023-01-05
256,95,Product_95,Books,27.57,1,2023-04-21
257,79,Product_79,Books,60.78,2,2023-07-21
258,86,Product_86,Electronics,19.85,4,2023-10-17
259,55,Product_55,Electronics,51.32,3,2023-05-13
260,11,Product_11,Electronics,161.98,5,2023-08-24
261,30,Product_30,Clothing,114.16,3,2023-11-07
262,70,Product_70,Clothing,154.44,1,2023-10-19
263,20,Product_20,Electronics,174.28,1,2023-11-15
264,31,Product_31,Books,159.67,5,2023-03-01
265,30,Product_30,Books,114.16,5,2023-07-12
266,28,Product_28,Books,180.01,3,2023-02-23
267,14,Product_14,Clothing,89.74,4,2023-06-01
268,63,Product_63,Clothing,168.5,4,2023-09-20
269,76,Product_76,Clothing,61.21,1,2023-11-22
270,32,Product_32,Books,199.99,1,2023-09-12
271,91,Product_91,Clothing,173.17,3,2023-05-30
272,87,Product_87,Books,11.19,1,2023-01-08
273,96,Product_96,Clothing,161.36,5,2023-03-07
274,58,Product_58,Books,101.32,4,2023-01-14
275,40,Product_40,Clothing,27.06,5,2023-10-21
276,90,Product_90,Clothing,72.59,1,2023-10-14
277,12,Product_12,Books,191.02,4,2023-12-17
278,84,Product_84,Clothing,92.25,4,2023-05-29
279,45,Product_45,Clothing,152.19,3,2023-04-23
280,64,Product_64,Books,65.07,5,2023-07-12
281,67,Product_67,Clothing,125.29,5,2023-04-29
282,52,Product_52,Books,188.63,5,2023-02-18
283,57,Product_57,Electronics,105.09,4,2023-01-07
284,35,Product_35,Clothing,95.74,4,2023-04-29
285,79,Product_79,Clothing,60.78,3,2023-05-05
286,50,Product_50,Clothing,27.82,1,2023-03-10
287,44,Product_44,Electronics,80.09,5,2023-12-15
288,96,Product_96,Books,161.36,1,2023-04-25
289,30,Product_30,Electronics,114.16,3,2023-01-21
290,38,Product_38,Books,171.06,3,2023-02-28
291,61,Product_61,Clothing,167.99,3,2023-03-11
292,59,Product_59,Electronics,110.14,3,2023-08-20
293,40,Product_40,Clothing,27.06,3,2024-01-01
294,59,Product_59,Books,110.14,4,2023-08-10
295,79,Product_79,Electronics,60.78,5,2023-01-04
296,1,Product_1,Books,133.16,1,2023-06-18
297,27,Product_27,Electronics,95.43,3,2023-09-05
298,20,Product_20,Clothing,174.28,3,2023-06-05
299,38,Product_38,Books,171.06,1,2023-10-14
300,46,Product_46,Books,155.67,2,2023-11-24
301,76,Product_76,Electronics,61.21,3,2023-02-18
302,1,Product_1,Books,133.16,5,2023-12-20
303,22,Product_22,Books,111.98,1,2023-12-30
304,68,Product_68,Electronics,192.02,1,2023-09-09
305,100,Product_100,Books,99.35,2,2023-12-02
306,52,Product_52,Electronics,188.63,2,2023-11-18
307,2,Product_2,Clothing,131.92,1,2023-07-11
308,71,Product_71,Books,96.9,3,2023-01-30
309,42,Product_42,Clothing,165.04,4,2023-01-16
310,35,Product_35,Books,95.74,2,2023-07-03
311,87,Product_87,Books,11.19,2,2023-03-24
312,20,Product_20,Books,174.28,1,2023-03-20
313,25,Product_25,Electronics,86.96,5,2023-07-21
314,80,Product_80,Clothing,186.9,2,2023-06-18
315,78,Product_78,Electronics,169.45,2,2023-10-13
316,50,Product_50,Electronics,27.82,1,2023-08-09
317,26,Product_26,Clothing,153.17,3,2023-05-07
318,20,Product_20,Electronics,174.28,1,2023-07-01
319,86,Product_86,Clothing,19.85,5,2023-10-30
320,28,Product_28,Clothing,180.01,1,2023-07-25
321,67,Product_67,Clothing,125.29,1,2023-09-25
322,87,Product_87,Clothing,11.19,5,2023-06-21
323,19,Product_19,Clothing,82.7,2,2023-12-17
324,48,Product_48,Clothing,126.16,4,2023-07-22
325,16,Product_16,Books,22.87,3,2023-12-23
326,33,Product_33,Books,172.9,1,2023-10-28
327,63,Product_63,Clothing,168.5,5,2023-06-17
328,42,Product_42,Books,165.04,1,2024-01-01
329,82,Product_82,Electronics,131.3,2,2023-02-14
330,21,Product_21,Clothing,128.78,3,2023-08-16
331,65,Product_65,Clothing,80.4,1,2023-08-30
332,99,Product_99,Clothing,194.6,4,2023-11-23
333,16,Product_16,Books,22.87,2,2023-09-30
334,47,Product_47,Clothing,54.8,5,2023-06-04
335,82,Product_82,Books,131.3,1,2023-08-10
336,57,Product_57,Books,105.09,4,2023-06-07
337,18,Product_18,Books,36.16,5,2023-09-19
338,72,Product_72,Books,44.36,4,2023-01-04
339,82,Product_82,Books,131.3,4,2023-07-29
340,30,Product_30,Electronics,114.16,2,2023-09-05
341,7,Product_7,Clothing,128.56,4,2023-06-06
342,42,Product_42,Books,165.04,5,2023-05-18
343,15,Product_15,Clothing,113.64,3,2023-06-08
344,11,Product_11,Books,161.98,3,2023-01-13
345,16,Product_16,Electronics,22.87,4,2023-05-30
346,66,Product_66,Books,141.58,3,2023-06-12
347,38,Product_38,Books,171.06,3,2023-05-11
348,47,Product_47,Books,54.8,5,2023-03-28
349,75,Product_75,Books,43.86,5,2023-06-19
350,78,Product_78,Clothing,169.45,2,2023-04-16
351,81,Product_81,Clothing,167.31,5,2023-11-13
352,11,Product_11,Clothing,161.98,1,2023-10-20
353,47,Product_47,Books,54.8,3,2023-10-20
354,23,Product_23,Books,140.0,1,2023-03-06
355,93,Product_93,Electronics,41.3,1,2023-09-27
356,30,Product_30,Books,114.16,2,2023-06-18
357,14,Product_14,Clothing,89.74,2,2023-01-22
358,95,Product_95,Electronics,27.57,3,2023-03-14
359,96,Product_96,Books,161.36,3,2023-02-16
360,29,Product_29,Electronics,129.3,3,2023-04-11
361,49,Product_49,Clothing,87.42,4,2023-04-10
362,51,Product_51,Books,144.55,2,2023-08-25
363,1,Product_1,Electronics,133.16,4,2023-12-25
364,21,Product_21,Clothing,128.78,4,2023-03-13
365,30,Product_30,Books,114.16,3,2023-02-02
366,69,Product_69,Books,123.52,5,2023-11-11
367,99,Product_99,Books,194.6,4,2023-06-16
368,89,Product_89,Clothing,168.99,1,2023-10-20
369,89,Product_89,Electronics,168.99,2,2023-08-23
370,4,Product_4,Clothing,33.43,3,2023-12-23
371,24,Product_24,Books,68.46,3,2023-05-10
372,89,Product_89,Electronics,168.99,4,2023-07-15
373,84,Product_84,Books,92.25,2,2023-08-31
374,31,Product_31,Books,159.67,3,2023-06-08
375,75,Product_75,Electronics,43.86,2,2023-04-20
376,56,Product_56,Electronics,74.58,2,2023-12-02
377,48,Product_48,Books,126.16,4,2023-09-03
378,93,Product_93,Books,41.3,5,2023-04-27
379,58,Product_58,Clothing,101.32,1,2023-03-29
380,5,Product_5,Clothing,100.62,4,2023-04-24
381,94,Product_94,Clothing,107.49,2,2023-01-10
382,100,Product_100,Books,99.35,1,2023-04-24
383,25,Product_25,Electronics,86.96,4,2023-06-29
384,42,Product_42,Clothing,165.04,4,2023-07-14
385,78,Product_78,Books,169.45,4,2023-12-14
386,100,Product_100,Clothing,99.35,5,2023-08-27
387,93,Product_93,Clothing,41.3,2,2023-04-14
388,89,Product_89,Clothing,168.99,3,2023-11-14
389,86,Product_86,Books,19.85,3,2023-08-29
390,62,Product_62,Clothing,69.21,5,2023-07-18
391,77,Product_77,Books,14.2,3,2023-05-11
392,97,Product_97,Books,88.37,2,2023-12-31
393,83,Product_83,Clothing,173.14,5,2023-11-23
394,100,Product_100,Clothing,99.35,2,2023-12-16
395,94,Product_94,Electronics,107.49,2,2023-07-31
396,22,Product_22,Electronics,111.98,3,2023-02-27
397,62,Product_62,Electronics,69.21,1,2023-03-28
398,21,Product_21,Books,128.78,5,2023-10-13
399,59,Product_59,Books,110.14,2,2023-05-26
400,13,Product_13,Electronics,109.75,3,2023-03-21
401,58,Product_58,Books,101.32,2,2023-09-10
402,20,Product_20,Books,174.28,4,2023-12-09
403,2,Product_2,Books,131.92,1,2023-10-19
404,79,Product_79,Electronics,60.78,4,2023-05-25
405,48,Product_48,Books,126.16,5,2023-02-15
406,62,Product_62,Electronics,69.21,5,2023-10-16
407,2,Product_2,Electronics,131.92,2,2023-08-04
408,38,Product_38,Electronics,171.06,4,2023-12-05
409,79,Product_79,Books,60.78,2,2023-03-25
410,59,Product_59,Clothing,110.14,3,2023-05-26
411,49,Product_49,Electronics,87.42,5,2023-03-21
412,89,Product_89,Clothing,168.99,4,2023-04-15
413,60,Product_60,Clothing,166.33,3,2023-12-24
414,52,Product_52,Clothing,188.63,1,2023-07-11
415,85,Product_85,Books,23.27,3,2023-08-14
416,20,Product_20,Books,174.28,2,2023-02-12
417,93,Product_93,Electronics,41.3,4,2023-01-14
418,32,Product_32,Clothing,199.99,3,2023-03-11
419,81,Product_81,Clothing,167.31,4,2023-04-29
420,62,Product_62,Electronics,69.21,4,2023-02-25
421,5,Product_5,Books,100.62,2,2023-03-21
422,80,Product_80,Clothing,186.9,3,2023-06-27
423,81,Product_81,Books,167.31,5,2023-12-26
424,4,Product_4,Clothing,33.43,1,2023-02-19
425,30,Product_30,Clothing,114.16,5,2023-09-27
426,5,Product_5,Books,100.62,2,2023-07-13
427,23,Product_23,Electronics,140.0,4,2023-05-29
428,70,Product_70,Books,154.44,1,2023-05-11
429,5,Product_5,Electronics,100.62,1,2023-02-15
430,25,Product_25,Electronics,86.96,4,2023-06-18
431,57,Product_57,Clothing,105.09,2,2023-09-08
432,35,Product_35,Electronics,95.74,4,2023-03-27
433,65,Product_65,Books,80.4,3,2023-03-09
434,42,Product_42,Clothing,165.04,3,2023-03-27
435,75,Product_75,Clothing,43.86,1,2023-05-07
436,42,Product_42,Electronics,165.04,1,2023-09-12
437,42,Product_42,Clothing,165.04,2,2023-05-17
438,64,Product_64,Clothing,65.07,2,2023-08-21
439,28,Product_28,Clothing,180.01,2,2023-01-13
440,2,Product_2,Clothing,131.92,1,2023-07-28
441,11,Product_11,Books,161.98,5,2023-09-27
442,13,Product_13,Electronics,109.75,4,2023-01-31
443,51,Product_51,Electronics,144.55,1,2023-09-20
444,75,Product_75,Books,43.86,4,2023-10-25
445,61,Product_61,Books,167.99,2,2023-08-03
446,35,Product_35,Books,95.74,3,2023-05-25
447,92,Product_92,Electronics,14.71,4,2023-08-04
448,6,Product_6,Books,22.56,4,2023-08-16
449,40,Product_40,Clothing,27.06,1,2023-10-19
450,93,Product_93,Books,41.3,1,2023-12-21
451,79,Product_79,Clothing,60.78,3,2023-10-08
452,41,Product_41,Clothing,71.03,5,2023-09-27
453,68,Product_68,Clothing,192.02,4,2023-08-09
454,13,Product_13,Electronics,109.75,3,2023-11-16
455,79,Product_79,Electronics,60.78,1,2023-12-01
456,79,Product_79,Books,60.78,1,2023-01-09
457,22,Product_22,Books,111.98,1,2023-09-21
458,34,Product_34,Clothing,164.9,3,2023-04-04
459,59,Product_59,Clothing,110.14,1,2023-02-13
460,94,Product_94,Electronics,107.49,3,2023-03-27
461,81,Product_81,Books,167.31,2,2023-06-26
462,93,Product_93,Clothing,41.3,5,2023-10-14
463,71,Product_71,Books,96.9,1,2023-04-30
464,56,Product_56,Electronics,74.58,3,2023-10-26
465,34,Product_34,Electronics,164.9,2,2023-09-13
466,56,Product_56,Clothing,74.58,5,2023-07-16
467,13,Product_13,Books,109.75,1,2023-06-10
468,89,Product_89,Clothing,168.99,1,2023-12-15
469,9,Product_9,Clothing,69.34,1,2023-02-04
470,23,Product_23,Clothing,140.0,5,2023-11-01
471,18,Product_18,Books,36.16,5,2023-05-28
472,86,Product_86,Electronics,19.85,3,2023-02-27
473,92,Product_92,Books,14.71,2,2023-07-21
474,59,Product_59,Clothing,110.14,4,2023-07-04
475,27,Product_27,Books,95.43,1,2023-05-17
476,95,Product_95,Electronics,27.57,1,2023-07-15
477,17,Product_17,Books,57.27,5,2023-05-22
478,58,Product_58,Electronics,101.32,1,2023-08-12
479,94,Product_94,Clothing,107.49,5,2023-03-06
480,47,Product_47,Clothing,54.8,2,2023-12-15
481,54,Product_54,Clothing,111.57,2,2023-11-04
482,9,Product_9,Books,69.34,1,2023-03-05
483,95,Product_95,Clothing,27.57,1,2023-04-21
484,29,Product_29,Clothing,129.3,5,2023-11-14
485,86,Product_86,Books,19.85,3,2023-08-16
486,99,Product_99,Electronics,194.6,2,2023-09-16
487,54,Product_54,Electronics,111.57,3,2023-04-15
488,65,Product_65,Clothing,80.4,5,2023-07-25
489,43,Product_43,Books,152.1,1,2023-02-06
490,63,Product_63,Books,168.5,1,2023-12-16
491,21,Product_21,Books,128.78,2,2023-06-14
492,69,Product_69,Electronics,123.52,5,2023-02-21
493,57,Product_57,Books,105.09,1,2023-01-25
494,79,Product_79,Clothing,60.78,5,2023-06-11
495,90,Product_90,Electronics,72.59,3,2023-12-30
496,66,Product_66,Clothing,141.58,4,2023-10-27
497,86,Product_86,Electronics,19.85,3,2023-01-12
498,68,Product_68,Clothing,192.02,3,2023-09-10
499,75,Product_75,Electronics,43.86,1,2023-06-07
500,29,Product_29,Electronics,129.3,3,2023-04-12
501,25,Product_25,Books,86.96,3,2023-12-21
502,35,Product_35,Electronics,95.74,5,2023-10-29
503,75,Product_75,Clothing,43.86,4,2023-12-31
504,63,Product_63,Books,168.5,5,2023-07-02
505,99,Product_99,Books,194.6,2,2023-03-19
506,56,Product_56,Clothing,74.58,5,2023-12-03
507,12,Product_12,Books,191.02,1,2023-12-26
508,42,Product_42,Books,165.04,2,2023-03-15
509,37,Product_37,Electronics,58.61,1,2023-04-08
510,73,Product_73,Electronics,94.31,1,2023-05-10
511,51,Product_51,Books,144.55,4,2023-12-28
512,64,Product_64,Clothing,65.07,5,2023-12-01
513,26,Product_26,Clothing,153.17,4,2023-09-08
514,6,Product_6,Clothing,22.56,3,2023-11-13
515,99,Product_99,Clothing,194.6,4,2023-02-21
516,95,Product_95,Electronics,27.57,4,2023-08-22
517,16,Product_16,Electronics,22.87,2,2023-12-08
518,7,Product_7,Books,128.56,3,2023-07-02
519,50,Product_50,Electronics,27.82,5,2023-01-02
520,1,Product_1,Clothing,133.16,5,2023-11-29
521,13,Product_13,Clothing,109.75,1,2023-04-11
522,93,Product_93,Electronics,41.3,4,2023-09-03
523,50,Product_50,Clothing,27.82,3,2023-10-28
524,30,Product_30,Electronics,114.16,4,2023-12-26
525,64,Product_64,Books,65.07,3,2023-08-03
526,41,Product_41,Books,71.03,2,2023-04-07
527,82,Product_82,Books,131.3,2,2023-09-25
528,43,Product_43,Clothing,152.1,5,2023-10-15
529,88,Product_88,Clothing,198.41,2,2023-06-08
